Chapter	O
I	O
.	O

THE	O
MAGNET	O
ATTRACTING	O
--	O
A	B-PER
WAIF	I-PER
AMID	O
FORCES	O
When	O
Caroline	B-PER
Meeber	I-PER
boarded	O
the	B-VEH
afternoon	I-VEH
train	I-VEH
for	O
Chicago	B-GPE
,	O
her	O
total	O
outfit	O
consisted	O
of	O
a	O
small	O
trunk	O
,	O
a	O
cheap	O
imitation	O
alligator-skin	O
satchel	O
,	O
a	O
small	O
lunch	O
in	O
a	O
paper	O
box	O
,	O
and	O
a	O
yellow	O
leather	O
snap	O
purse	O
,	O
containing	O
her	O
ticket	O
,	O
a	O
scrap	O
of	O
paper	O
with	O
her	B-PER
sister	I-PER
's	O
address	O
in	O
Van	B-FAC
Buren	I-FAC
Street	I-FAC
,	O
and	O
four	O
dollars	O
in	O
money	O
.	O

It	O
was	O
in	O
August	O
,	O
1889	O
.	O

She	O
was	O
eighteen	O
years	O
of	O
age	O
,	O
bright	O
,	O
timid	O
,	O
and	O
full	O
of	O
the	O
illusions	O
of	O
ignorance	O
and	O
youth	O
.	O

Whatever	O
touch	O
of	O
regret	O
at	O
parting	O
characterised	O
her	O
thoughts	O
,	O
it	O
was	O
certainly	O
not	O
for	O
advantages	O
now	O
being	O
given	O
up	O
.	O

A	O
gush	O
of	O
tears	O
at	O
her	B-PER
mother	I-PER
's	O
farewell	O
kiss	O
,	O
a	O
touch	O
in	O
her	O
throat	O
when	O
the	B-VEH
cars	I-VEH
clacked	O
by	O
the	B-FAC
flour	I-FAC
mill	I-FAC
where	I-FAC
her	I-FAC
father	I-FAC
worked	I-FAC
by	I-FAC
the	I-FAC
day	I-FAC
,	O
a	O
pathetic	O
sigh	O
as	O
the	O
familiar	O
green	O
environs	O
of	O
the	B-GPE
village	I-GPE
passed	O
in	O
review	O
,	O
and	O
the	O
threads	O
which	O
bound	O
her	O
so	O
lightly	O
to	O
girlhood	O
and	O
home	B-FAC
were	O
irretrievably	O
broken	O
.	O

To	O
be	O
sure	O
there	O
was	O
always	O
the	B-FAC
next	I-FAC
station	I-FAC
,	O
where	O
one	O
might	O
descend	O
and	O
return	O
.	O

There	O
was	O
the	B-GPE
great	I-GPE
city	I-GPE
,	O
bound	O
more	O
closely	O
by	O
these	B-VEH
very	I-VEH
trains	I-VEH
which	I-VEH
came	I-VEH
up	I-VEH
daily	I-VEH
.	O

Columbia	B-GPE
City	I-GPE
was	O
not	O
so	O
very	O
far	O
away	O
,	O
even	O
once	O
she	O
was	O
in	O
Chicago	B-GPE
.	O

What	O
,	O
pray	O
,	O
is	O
a	O
few	O
hours	O
--	O
a	O
few	O
hundred	O
miles	O
?	O

She	O
looked	O
at	O
the	O
little	O
slip	O
bearing	O
her	B-PER
sister	I-PER
's	O
address	O
and	O
wondered	O
.	O

She	O
gazed	O
at	O
the	B-LOC
green	I-LOC
landscape	I-LOC
,	O
now	O
passing	O
in	O
swift	O
review	O
,	O
until	O
her	O
swifter	O
thoughts	O
replaced	O
its	O
impression	O
with	O
vague	O
conjectures	O
of	O
what	O
Chicago	B-GPE
might	O
be	O
.	O

When	O
a	B-PER
girl	I-PER
leaves	O
her	B-FAC
home	I-FAC
at	O
eighteen	O
,	O
she	O
does	O
one	O
of	O
two	O
things	O
.	O

Either	O
she	O
falls	O
into	O
saving	O
hands	O
and	O
becomes	O
better	O
,	O
or	O
she	O
rapidly	O
assumes	O
the	O
cosmopolitan	O
standard	O
of	O
virtue	O
and	O
becomes	O
worse	O
.	O

Of	O
an	O
intermediate	O
balance	O
,	O
under	O
the	O
circumstances	O
,	O
there	O
is	O
no	O
possibility	O
