Activation	O
of	O
nuclear	B-protein
factor	I-protein
of	I-protein
activated	I-protein
T	I-protein
cells	I-protein
in	O
a	O
cyclosporin	O
A-resistant	O
pathway	O
.	O

The	O
mechanism	O
of	O
action	O
of	O
the	O
immunosuppressive	O
drug	O
cyclosporin	O
A	O
(	O
CsA	O
)	O
is	O
the	O
inactivation	O
of	O
the	O
Ca2+/calmodulin-dependent	B-protein
serine-threonine	I-protein
phosphatase	I-protein
calcineurin	B-protein
by	O
the	O
drug-immunophilin	B-protein
complex	I-protein
.	O

Inactive	O
calcineurin	B-protein
is	O
unable	O
to	O
activate	O
the	O
nuclear	B-protein
factor	I-protein
of	I-protein
activated	I-protein
T	I-protein
cells	I-protein
(	O
NFAT	B-protein
)	O
,	O
a	O
transcription	B-protein
factor	I-protein
required	O
for	O
expression	O
of	O
the	O
interleukin	B-DNA
2	I-DNA
(	I-DNA
IL-2	I-DNA
)	I-DNA
gene	I-DNA
.	O

IL-2	B-protein
production	O
by	O
CsA-treated	B-cell_line
cells	I-cell_line
is	O
therefore	O
dramatically	O
reduced	O
.	O

We	O
demonstrate	O
here	O
,	O
however	O
,	O
that	O
NFAT	B-protein
can	O
be	O
activated	O
,	O
and	O
significant	O
levels	O
of	O
IL-2	B-protein
can	O
be	O
produced	O
by	O
the	O
CsA-resistant	O
CD28	B-protein
-signaling	O
pathway	O
.	O

In	O
transient	O
transfection	O
assays	O
,	O
both	O
multicopy	O
NFAT	B-protein
-and	O
IL-2	B-DNA
promoter-beta-galactosidase	I-DNA
reporter	I-DNA
gene	I-DNA
constructs	I-DNA
could	O
be	O
activated	O
by	O
phorbol	O
12-myristate	O
13-acetate	O
(	O
PMA	O
)	O
/alpha-	O
CD28	B-protein
stimulation	O
,	O
and	O
this	O
activation	O
was	O
resistant	O
to	O
CsA	O
.	O

Electrophoretic	O
mobility	O
shift	O
assay	O
showed	O
the	O
induction	O
of	O
a	O
CsA-resistant	B-protein
NFAT	I-protein
complex	I-protein
in	O
the	O
nuclear	O
extracts	O
of	O
peripheral	B-cell_type
blood	I-cell_type
T	I-cell_type
cells	I-cell_type
stimulated	O
with	O
PMA	O
plus	O
alphaCD28	B-protein
.	O

Peripheral	B-cell_type
blood	I-cell_type
T	I-cell_type
cells	I-cell_type
stimulated	O
with	O
PMA	O
/alphaCD28	B-protein
produced	O
IL-2	B-protein
in	O
the	O
presence	O
of	O
CsA	O
.	O

Collectively	O
,	O
these	O
data	O
suggest	O
that	O
NFAT	B-protein
can	O
be	O
activated	O
and	O
IL-2	B-protein
can	O
be	O
produced	O
in	O
a	O
calcineurin	B-protein
independent	O
manner	O
.	O

