Transcription	O
of	O
a	O
minimal	B-DNA
promoter	I-DNA
from	O
the	O
NF-IL6	B-DNA
gene	I-DNA
is	O
regulated	O
by	O
CREB/ATF	B-protein
and	O
SP1	B-protein
proteins	I-protein
in	O
U937	B-cell_line
promonocytic	I-cell_line
cells	I-cell_line
.	O

NF-IL6	B-protein
is	O
an	O
important	O
transcriptional	O
regulator	O
of	O
genes	O
induced	O
in	O
activated	B-cell_type
monocytes/macrophages	I-cell_type
,	O
and	O
NF-IL6	B-protein
is	O
the	O
only	O
CCAAT/enhancer-binding	B-protein
protein	I-protein
(	I-protein
C/EBP	I-protein
)	I-protein
family	I-protein
member	O
whose	O
steady-state	O
mRNA	O
levels	O
increase	O
upon	O
activation	O
of	O
monocytes	B-cell_type
(	O
1	O
)	O
.	O

We	O
show	O
that	O
increased	O
transcription	O
of	O
the	O
NF-IL6	B-DNA
gene	I-DNA
is	O
responsible	O
,	O
at	O
least	O
in	O
part	O
,	O
for	O
induction	O
of	O
NF-IL6	B-RNA
mRNA	I-RNA
following	O
activation	O
of	O
U937	B-cell_line
promonocytic	I-cell_line
cells	I-cell_line
.	O

We	O
have	O
identified	O
a	O
104-bp	B-DNA
minimal	I-DNA
promoter	I-DNA
region	I-DNA
of	O
the	O
NF-IL6	B-DNA
gene	I-DNA
that	O
is	O
sufficient	O
for	O
basal	O
and	O
activation-dependent	O
induction	O
of	O
transcription	O
in	O
U937	B-cell_line
cells	I-cell_line
.	O

This	O
region	O
contains	O
binding	O
sites	O
for	O
the	O
cAMP	B-protein
response	I-protein
element-binding	I-protein
protein/activation	I-protein
transcription	I-protein
factor	I-protein
(	O
CREB/ATF	B-protein
)	O
and	O
Sp1	B-protein
families	O
of	O
transcription	B-protein
factors	I-protein
.	O

Each	O
site	O
is	O
functionally	O
important	O
and	O
contributes	O
independently	O
to	O
transcription	O
of	O
the	O
NF-IL6	B-DNA
gene	I-DNA
in	O
U937	B-cell_line
cells	I-cell_line
.	O

